,cbsacode,Dss,spend_per_capita_mean
111,14580,0.7466666666666667,216.71714285714285
112,14620,0.44,262.2392857142857
113,14660,0.6666666666666666,624.1914285714286
114,14700,0.7333333333333333,249.05392857142857
115,14720,0.4133333333333333,337.11571428571426
116,14740,0.8266666666666667,253.86535714285716
117,14780,0.4533333333333333,243.68357142857144
118,14820,0.3733333333333333,296.69464285714287
119,15020,0.4133333333333333,229.46392857142857
120,15060,0.24,308.7160714285714
121,15100,0.4933333333333333,225.4792857142857
122,15180,0.7333333333333333,163.80035714285714
123,15220,0.4133333333333333,214.4692857142857
124,15260,0.68,698.4985714285715
125,15340,0.52,253.67071428571427
126,15380,0.9466666666666668,514.2260714285715
127,40260,0.4666666666666667,481.3696428571429
128,40300,0.4,255.83678571428567
129,40340,0.9466666666666668,1278.6425
130,40380,0.9333333333333332,1150.7357142857145
131,40420,0.8666666666666667,474.0785714285714
132,40460,0.36,217.8825
133,40540,0.4933333333333333,220.76964285714288
134,40580,0.6666666666666666,458.4210714285714
135,40620,0.6933333333333334,219.3242857142857
136,40660,0.6666666666666666,220.06571428571428
137,40700,0.6266666666666667,274.1167857142857
138,40740,0.4933333333333333,203.6
139,40760,0.32,270.1853571428572
140,40780,0.56,467.4442857142857
141,40860,0.6666666666666666,323.805
142,40900,0.9466666666666668,1298.9557142857143
143,40940,0.5066666666666667,169.45535714285714
144,40980,0.8133333333333334,274.84607142857146
145,41060,0.7466666666666667,457.3285714285714
146,41100,0.84,242.31
147,41140,0.7066666666666667,988.7725
148,41180,0.9866666666666668,4013.716785714286
149,15420,0.28,336.05857142857144
150,15460,0.5333333333333333,513.6060714285715
151,15500,0.68,232.9717857142857
152,15540,0.9066666666666666,854.7842857142857
153,15580,0.48,254.4557142857143
154,15620,0.44,494.1375
155,15660,0.52,191.22571428571428
156,15700,0.4,277.0225
157,15740,0.3466666666666667,235.02107142857145
158,15780,0.24,511.19678571428574
159,15820,0.4533333333333333,488.9603571428571
160,15860,0.3866666666666666,229.3125
161,15940,0.8266666666666667,502.9667857142857
162,15980,0.92,325.51214285714286
163,16020,0.8133333333333334,636.3871428571429
164,16060,0.6666666666666666,204.38821428571427
165,16100,0.44,186.3375
166,16140,0.5066666666666667,247.14928571428567
167,16220,0.6266666666666667,249.98392857142855
168,16260,0.52,160.69321428571428
169,16300,0.7333333333333333,829.1407142857142
170,16340,0.36,199.04107142857143
171,16380,0.4533333333333333,237.9525
172,16460,0.4533333333333333,259.44678571428574
173,16500,0.4933333333333333,261.1842857142857
174,16540,0.7466666666666667,313.50857142857143
175,16580,0.8933333333333333,796.4928571428571
176,16620,0.8266666666666667,871.8192857142858
177,16660,0.7066666666666667,226.2864285714286
178,16700,0.9733333333333334,672.3182142857142
179,16740,0.9866666666666668,2902.647857142857
180,16820,0.8,1090.0760714285714
181,16860,0.9466666666666668,1352.9025
182,16940,0.72,258.81392857142856
183,16980,1.0,3607.302142857143
184,17020,0.8,275.1925
185,17060,0.72,222.90714285714284
186,17140,1.0,3962.276428571429
187,17220,0.68,827.0217857142857
188,17260,0.2266666666666666,216.70142857142855
189,17300,0.76,845.4139285714285
190,17340,0.5333333333333333,310.9042857142857
191,17380,0.2933333333333333,237.17857142857144
192,17420,0.6266666666666667,462.1378571428571
193,17500,0.2933333333333333,395.5267857142857
194,17540,0.4933333333333333,236.54392857142852
195,17580,0.5333333333333333,358.67357142857145
196,17660,0.76,236.92928571428573
197,17740,0.3733333333333333,285.89178571428573
198,41260,0.4,284.2342857142857
199,41400,0.6,272.86857142857144
200,41420,0.8266666666666667,486.3128571428572
201,41460,0.68,444.98357142857145
202,41500,0.8533333333333334,241.7621428571429
203,41540,0.7333333333333333,483.56035714285713
204,41620,0.9866666666666668,351.25
205,41660,0.6533333333333333,489.75
206,41700,1.0,1996.8807142857145
207,41740,0.9733333333333334,289.385
208,41760,0.4266666666666667,217.0146428571429
209,41780,0.6933333333333334,611.5189285714285
210,41820,0.5466666666666666,218.48
211,41860,0.9866666666666668,1723.4567857142858
212,41940,0.9733333333333334,521.7928571428572
213,42020,0.76,328.0107142857143
214,42100,0.84,277.05249999999995
215,42140,0.84,292.9335714285714
216,42200,0.8666666666666667,263.0325
217,42220,0.88,317.5625
218,42300,0.4933333333333333,257.51928571428573
219,42340,0.8533333333333334,623.2789285714285
220,42380,0.7066666666666667,270.19607142857143
221,42420,0.6266666666666667,408.9032142857143
222,42460,0.3333333333333333,230.8232142857143
223,42540,0.92,870.1160714285714
224,42620,0.6,243.97321428571428
225,42660,0.9866666666666668,741.2114285714285
226,42680,0.88,341.7167857142857
227,42700,0.6266666666666667,327.84071428571434
228,42740,0.52,202.14714285714285
229,42780,0.28,253.15285714285716
230,42820,0.36,202.4275
231,42860,0.5466666666666666,261.99392857142857
232,42900,0.24,248.22
233,42940,0.6133333333333333,236.05428571428573
234,42980,0.52,220.0146428571429
235,43020,0.4133333333333333,435.10607142857145
236,43060,0.5866666666666667,239.14
237,43100,0.72,242.53857142857143
238,43140,0.6,250.90464285714285
239,43180,0.28,215.27
240,43220,0.2933333333333333,248.68214285714288
241,43260,0.4933333333333333,244.54107142857143
242,43300,0.7066666666666667,254.5742857142857
243,43320,0.5466666666666666,223.2125
244,43380,0.4666666666666667,227.64357142857145
245,43420,0.6,199.46392857142857
246,43460,0.56,427.6828571428571
247,43500,0.4,265.8492857142857
248,43580,0.64,679.4139285714285
249,17780,0.8,608.5825
250,17820,0.96,440.9832142857143
251,17860,0.92,620.5764285714286
252,17900,0.9333333333333332,1340.390357142857
253,17980,0.8133333333333334,1294.0217857142857
254,18020,0.68,237.19321428571428
255,18060,0.6533333333333333,408.61428571428576
256,18100,0.4533333333333333,486.73285714285714
257,18140,0.9866666666666668,2478.259642857143
258,18180,0.7866666666666666,275.1932142857143
259,18220,0.28,249.54642857142855
260,18260,0.7333333333333333,869.3228571428572
261,18300,0.6,283.5332142857143
262,18380,0.3333333333333333,206.21464285714288
263,18420,0.52,230.23142857142855
264,18460,0.3333333333333333,210.43
265,18500,0.7066666666666667,251.48107142857145
266,18580,0.7866666666666666,744.9471428571428
267,18620,0.44,195.1275
268,18660,0.48,262.9407142857143
269,18700,0.7466666666666667,224.5121428571429
270,18740,0.2666666666666666,228.73607142857145
271,18820,0.5066666666666667,265.81357142857144
272,18860,0.32,254.90392857142857
273,18880,0.76,440.3225
274,18900,0.4933333333333333,303.42821428571426
275,18980,0.5066666666666667,242.74535714285716
276,19060,0.7466666666666667,585.9082142857143
277,19100,0.9866666666666668,2657.9539285714286
278,19140,0.64,332.85928571428576
279,19180,0.4,241.3725
280,19220,0.64,461.2228571428572
281,19300,0.72,347.48357142857145
282,19340,0.8533333333333334,1100.3617857142858
283,19430,0.9466666666666668,839.0842857142858
284,19460,0.56,449.7296428571429
285,19500,0.6666666666666666,235.93214285714288
286,19540,0.2933333333333333,251.77107142857145
287,19580,0.5333333333333333,244.65892857142856
288,19620,0.3466666666666667,168.54
289,19660,0.84,669.6310714285714
290,19700,0.24,198.40321428571428
291,19740,1.0,2455.699642857143
292,19780,0.9066666666666666,1751.75
293,19820,0.9866666666666668,1784.1485714285714
294,19860,0.4933333333333333,846.0882142857142
295,19940,0.4,243.3860714285714
296,19980,0.36,129.4075
297,20020,0.7866666666666666,664.8460714285713
298,20060,0.4533333333333333,323.89678571428567
299,20100,0.7866666666666666,282.5475
300,43620,0.8133333333333334,1312.6832142857145
301,43660,0.1466666666666666,205.7564285714286
302,43700,0.6133333333333333,247.755
303,43740,0.5333333333333333,263.6175
304,43760,0.4933333333333333,347.3142857142857
305,43780,0.8533333333333334,546.495
306,43900,0.88,471.4057142857144
307,43940,0.3466666666666667,278.3592857142857
308,43980,0.4666666666666667,237.54607142857145
309,44020,0.24,300.4557142857143
310,44060,0.88,487.3417857142857
311,44100,0.8,537.8521428571428
312,44140,0.9466666666666668,290.34214285714285
313,44180,0.96,1184.7592857142856
314,44220,0.6933333333333334,267.7532142857143
315,44260,0.56,395.775
316,44300,0.76,249.7092857142857
317,44340,0.4933333333333333,350.6739285714286
318,44460,0.5733333333333334,368.3253571428571
319,44500,0.32,167.08892857142857
320,44540,0.3466666666666667,219.73678571428573
321,44580,0.4666666666666667,258.2003571428572
322,44620,0.64,253.27035714285716
323,44660,0.68,197.30107142857145
324,44700,0.92,223.84535714285715
325,44740,0.24,208.55714285714288
326,44780,0.44,269.2685714285714
327,44860,0.4533333333333333,223.5228571428572
328,44900,0.1466666666666666,195.37785714285715
329,44940,0.5866666666666667,181.9167857142857
330,44980,0.8666666666666667,521.0532142857143
331,45000,0.28,206.2489285714286
332,45020,0.2,213.29
333,45060,0.88,853.0103571428572
334,45140,0.5733333333333334,215.91285714285712
335,45180,0.4,477.34821428571433
336,45220,0.8533333333333334,734.1367857142858
337,45300,1.0,1135.4492857142857
338,45340,0.3466666666666667,230.43
339,45380,0.4666666666666667,259.11035714285714
340,45460,0.7466666666666667,970.5614285714286
341,45500,0.7066666666666667,727.4639285714286
342,45520,0.4533333333333333,238.6732142857143
343,45580,0.36,208.9517857142857
344,45620,0.64,378.9857142857143
345,45660,0.44,233.1396428571429
346,45700,0.5466666666666666,375.9457142857143
347,45740,0.3466666666666667,207.285
348,45780,0.9333333333333332,810.3453571428571
349,45820,0.7866666666666666,1164.9325
350,20140,0.5333333333333333,392.1639285714286
351,20180,0.6266666666666667,281.9864285714286
352,20220,0.6133333333333333,186.03214285714284
353,20260,0.92,650.1603571428572
354,20300,0.2,149.73714285714286
355,20340,0.36,238.43392857142857
356,20420,0.6266666666666667,181.155
357,20460,0.4666666666666667,239.4192857142857
358,20500,0.96,1079.4375
359,20540,0.4133333333333333,218.28500000000005
360,20580,0.32,149.42142857142858
361,20660,0.6666666666666666,368.05285714285714
362,20700,0.8133333333333334,283.01892857142855
363,20740,0.8533333333333334,459.1603571428572
364,20780,0.6133333333333333,165.51714285714283
365,20820,0.6266666666666667,531.4567857142857
366,20900,0.3733333333333333,234.30392857142857
367,20940,0.6533333333333333,199.88107142857143
368,20980,0.3866666666666666,244.76142857142852
369,21020,0.6133333333333333,216.0364285714286
370,21060,0.68,449.46
371,21120,0.3066666666666666,197.04642857142855
372,21140,0.7333333333333333,233.54035714285715
373,21180,0.4533333333333333,262.2921428571429
374,21220,0.44,348.7232142857143
375,21260,0.36,208.6775
376,21300,0.76,275.6075
377,21340,0.8533333333333334,320.45964285714285
378,21380,0.36,433.6810714285714
379,21420,0.5733333333333334,212.61678571428573
380,21460,0.3866666666666666,204.775
381,21500,0.92,260.5185714285714
382,21540,0.56,297.16821428571427
383,21580,0.2933333333333333,213.79392857142852
384,21640,0.2,432.6875
385,21660,0.9066666666666666,282.9657142857143
386,21700,0.6533333333333333,254.1239285714285
387,21740,0.36,391.2414285714285
388,21780,0.84,842.9839285714286
389,21860,0.3466666666666667,299.44178571428574
390,21900,0.5066666666666667,297.9478571428572
391,21980,0.28,186.47357142857143
392,22020,0.9466666666666668,509.5571428571428
393,22060,0.5466666666666666,175.41
394,22100,0.48,224.80642857142857
395,22140,0.5866666666666667,201.95857142857145
396,22180,0.84,364.8360714285715
397,22220,0.88,730.6971428571428
398,22260,0.5333333333333333,304.19107142857143
399,22300,0.7733333333333333,233.17642857142852
400,22340,0.1866666666666666,187.53571428571428
401,22380,0.7733333333333333,157.4010714285714
402,22420,0.8533333333333334,286.5292857142857
403,22500,0.8133333333333334,410.1757142857143
404,45900,0.84,1247.8882142857142
405,45940,0.92,260.9578571428571
406,45980,0.32,174.24428571428572
407,46020,0.56,361.005
408,46060,0.9466666666666668,243.025
409,46100,0.5466666666666666,473.75642857142856
410,46140,0.96,1789.1242857142856
411,46180,0.72,639.6342857142857
412,46220,0.72,795.8639285714286
413,46300,0.6933333333333334,358.66607142857146
414,46340,0.92,237.63357142857143
415,46380,0.5066666666666667,274.0025
416,46460,0.3466666666666667,239.35857142857145
417,46500,0.3733333333333333,231.4907142857143
418,46520,0.9866666666666668,256.9839285714286
419,46540,0.7066666666666667,577.0528571428572
420,46620,0.1866666666666666,195.1667857142857
421,46660,0.72,677.4832142857143
422,46700,0.88,264.355
423,46780,0.3866666666666666,239.8425
424,46820,0.36,229.20285714285717
425,46860,0.32,148.7382142857143
426,46900,0.2133333333333333,217.6810714285714
427,46980,0.48,249.4482142857143
428,47020,0.5866666666666667,472.9642857142857
429,47080,0.4,365.9864285714286
430,47180,0.48,239.04607142857145
431,47220,0.7333333333333333,246.56071428571428
432,47240,0.4133333333333333,351.5214285714286
433,47260,0.6666666666666666,4403.021785714285
434,47300,0.7466666666666667,179.04571428571427
435,47340,0.3466666666666667,284.04035714285715
436,47380,0.8133333333333334,658.9310714285714
437,47420,0.3866666666666666,501.25964285714286
438,47460,0.6266666666666667,211.4635714285714
439,47540,0.3733333333333333,266.7053571428572
440,47580,0.8,432.7703571428572
441,47620,0.4,283.1542857142857
442,47660,0.4133333333333333,231.27714285714288
443,47700,0.4266666666666667,246.9675
444,47780,0.3866666666666666,207.50785714285715
445,47820,0.4266666666666667,267.8021428571429
446,47900,1.0,5682.231071428571
447,47920,0.3066666666666666,210.98035714285717
448,47940,0.7066666666666667,879.7828571428571
449,47980,0.4533333333333333,231.14178571428573
450,48020,0.6533333333333333,255.3317857142857
451,48060,0.6533333333333333,245.2725
452,48140,0.8133333333333334,235.0064285714286
453,48180,0.5466666666666666,406.61785714285713
454,48220,0.2933333333333333,430.0675
455,48260,0.72,1003.7378571428573
456,22520,0.6933333333333334,462.7457142857143
457,22540,0.6933333333333334,291.6532142857143
458,22580,0.4533333333333333,251.45964285714285
459,22620,0.2533333333333333,218.76392857142855
460,22660,0.8666666666666667,227.54607142857145
461,22700,0.44,222.53642857142856
462,22780,0.24,155.3725
463,22800,0.3866666666666666,222.95428571428573
464,22820,0.3066666666666666,190.1682142857143
465,22840,0.36,192.62214285714285
466,22900,0.7333333333333333,700.8764285714286
467,23060,0.9466666666666668,771.6642857142858
468,23140,0.2533333333333333,235.86178571428573
469,23180,0.5866666666666667,493.5371428571429
470,23240,0.44,333.3182142857143
471,23300,0.5866666666666667,254.1157142857143
472,23340,0.5333333333333333,261.0103571428571
473,23380,0.4933333333333333,244.72142857142856
474,23420,0.9466666666666668,411.2185714285714
475,23460,0.5866666666666667,233.92392857142855
476,23500,0.3066666666666666,221.55107142857145
477,23540,0.9733333333333334,638.3282142857142
478,23580,0.84,243.04571428571427
479,23620,0.28,246.99857142857144
480,23660,0.4933333333333333,250.90857142857143
481,23700,0.4933333333333333,219.37321428571428
482,23780,0.3866666666666666,128.9607142857143
483,23820,0.4666666666666667,530.5828571428572
484,23900,0.6533333333333333,320.3146428571428
485,23940,0.52,211.49785714285716
486,23980,0.48,473.5785714285714
487,24020,0.6266666666666667,532.2514285714285
488,24100,0.4,239.73535714285717
489,24140,0.6133333333333333,219.10285714285715
490,24180,0.5333333333333333,325.96214285714285
491,24220,0.7733333333333333,520.6075
492,24260,0.6133333333333333,720.7342857142858
493,24300,0.8133333333333334,185.4203571428571
494,24330,0.4666666666666667,229.22321428571428
495,24340,0.9466666666666668,1238.14
496,24420,0.5733333333333334,281.7810714285714
497,24460,0.4133333333333333,223.43178571428567
498,24500,0.7866666666666666,274.20464285714286
499,24540,0.8266666666666667,239.6842857142857
500,24580,0.9333333333333332,759.4267857142858
501,24620,0.4133333333333333,260.94642857142856
502,24660,0.92,733.9407142857142
503,24700,0.44,243.37785714285715
504,24740,0.4666666666666667,211.6592857142857
505,24780,0.8133333333333334,225.4846428571429
506,24820,0.3733333333333333,265.0875
507,48300,0.7733333333333333,462.43142857142857
508,48460,0.4666666666666667,226.46
509,48540,0.76,878.8617857142857
510,48580,0.7066666666666667,292.7875
511,48620,0.88,908.1357142857144
512,48660,0.6933333333333334,765.6753571428571
513,48700,0.7733333333333333,256.1925
514,48780,0.3866666666666666,202.77892857142857
515,48820,0.5466666666666666,220.5017857142857
516,48900,0.88,848.9910714285714
517,48940,0.3866666666666666,230.025
518,48980,0.5733333333333334,235.6478571428572
519,49020,0.3466666666666667,702.505
520,49080,0.3066666666666666,175.41714285714286
521,49100,0.64,246.3425
522,49180,0.9333333333333332,1304.5832142857143
523,49220,0.84,260.3882142857143
524,49260,0.28,219.62464285714285
525,49300,0.6666666666666666,246.7296428571429
526,49340,0.9733333333333334,328.00678571428574
527,49380,0.36,242.04357142857145
528,49420,0.72,184.2946428571429
529,49460,0.5066666666666667,248.9025
530,49620,0.9333333333333332,329.73999999999995
531,49660,0.8933333333333333,553.3217857142857
532,49700,0.7466666666666667,444.98857142857145
533,49740,0.68,179.21214285714285
534,49780,0.6933333333333334,226.9925
535,49820,0.08,153.47321428571428
536,24860,0.9466666666666668,931.4778571428571
537,24900,0.2933333333333333,415.4389285714286
538,24940,0.64,469.2317857142857
539,24980,0.32,458.00928571428574
540,25060,0.8,1007.5042857142856
541,25100,0.16,168.93428571428572
542,25180,0.7733333333333333,882.7239285714286
543,25200,0.2933333333333333,703.8542857142857
544,25260,0.5333333333333333,180.8014285714286
545,25300,0.6133333333333333,463.0546428571428
546,25420,0.96,847.9332142857143
547,25460,0.44,483.7017857142857
548,25580,0.5733333333333334,735.6539285714287
549,25620,0.7333333333333333,704.11
550,25700,0.4933333333333333,184.28571428571428
551,25720,0.48,383.6928571428572
552,25740,0.5866666666666667,773.7057142857143
553,25780,0.4533333333333333,204.42178571428573
554,25820,0.1733333333333333,164.33357142857145
555,25840,0.48,449.43678571428575
556,25860,0.7866666666666666,1001.2692857142856
557,25880,0.4,270.0325
558,25900,0.7466666666666667,240.90285714285716
559,25940,0.7333333333333333,546.4510714285714
560,25980,0.4266666666666667,264.1414285714286
561,26020,0.3733333333333333,155.1032142857143
562,26090,0.52,232.8825
563,26140,0.68,354.62857142857143
564,26220,0.4533333333333333,242.2067857142857
565,26300,0.6933333333333334,324.42214285714283
566,26340,0.4533333333333333,666.6335714285715
567,26420,1.0,2451.901428571429
568,26460,0.5466666666666666,351.1382142857143
569,26500,0.3866666666666666,273.2128571428572
570,26540,0.36,243.3625
571,26580,0.8533333333333334,2133.010357142857
572,26620,0.88,495.9064285714286
573,26660,0.4933333333333333,192.6975
574,26700,0.2666666666666666,208.8114285714286
575,26740,0.5866666666666667,229.39714285714285
576,26780,0.4266666666666667,196.73857142857145
577,26820,0.8,533.65
578,26860,0.5733333333333334,226.22607142857143
579,26900,1.0,3310.112857142857
580,26980,0.9333333333333332,445.33142857142855
581,27020,0.48,563.0792857142857
582,27060,0.7333333333333333,234.5635714285714
583,27100,0.72,269.8725
584,27140,0.8666666666666667,1958.975
585,27180,0.8,874.1867857142856
586,27220,0.5466666666666666,388.3446428571429
587,27260,0.9733333333333334,1203.0646428571429
588,27300,0.4666666666666667,525.0667857142857
589,27340,0.6666666666666666,156.17642857142854
590,27380,0.5733333333333334,206.1157142857143
591,27420,0.5066666666666667,213.9678571428572
592,27460,0.6666666666666666,258.5757142857143
593,27500,0.8,263.9557142857143
594,27540,0.5733333333333334,234.04357142857145
595,27600,0.24,212.7025
596,27620,0.6933333333333334,881.3346428571429
597,27700,0.36,203.7403571428572
598,27740,0.8133333333333334,733.3
599,27780,0.7466666666666667,255.6696428571429
600,27860,0.7466666666666667,485.0289285714286
601,27900,0.8133333333333334,670.6017857142857
602,27940,0.48,326.15250000000003
603,28020,0.8533333333333334,251.5514285714286
604,28060,0.7333333333333333,260.2614285714285
605,28100,0.7333333333333333,251.68964285714287
606,28140,0.9733333333333334,3837.784285714286
607,28180,0.64,260.1846428571429
608,28260,0.64,487.1214285714286
609,28300,0.76,252.7742857142857
610,28340,0.5466666666666666,215.5989285714286
611,28380,0.24,236.56214285714285
612,28420,0.84,365.8364285714285
613,28500,0.64,287.1657142857143
614,28580,0.56,212.7425
615,28620,0.52,267.6075
616,28660,0.9333333333333332,592.3796428571429
617,28700,0.8133333333333334,1224.0689285714286
618,28740,0.7333333333333333,349.29
619,28780,0.2133333333333333,190.30464285714285
620,28820,0.4933333333333333,235.145
621,28860,0.4666666666666667,424.1692857142857
622,28900,0.52,243.2892857142857
623,28940,0.96,2230.7482142857143
624,29020,0.72,286.0885714285714
625,29060,0.4533333333333333,276.38178571428574
626,29100,0.8533333333333334,752.2857142857143
627,29200,0.8666666666666667,968.2221428571428
628,29260,0.3866666666666666,258.7125
629,29300,0.64,410.68285714285713
630,29380,0.64,215.76142857142852
631,29420,0.7466666666666667,251.62107142857144
632,29460,0.8933333333333333,264.3703571428572
633,29540,0.92,290.6592857142857
634,29620,0.8533333333333334,815.8885714285714
635,29660,0.5333333333333333,219.4575
636,29700,0.6666666666666666,134.30464285714285
637,29740,0.8266666666666667,219.7707142857143
638,29780,0.3066666666666666,412.76249999999993
639,29820,0.9733333333333334,226.5775
640,29860,0.48,490.175
641,29900,0.4666666666666667,216.7432142857143
642,29940,0.6666666666666666,188.24607142857144
643,29980,0.2933333333333333,221.04357142857145
644,30020,0.64,451.4657142857143
645,30060,0.3733333333333333,227.65964285714287
646,30140,0.6666666666666666,293.0203571428571
647,30260,0.5733333333333334,252.39928571428567
648,30280,0.2133333333333333,219.97642857142856
649,30300,0.5866666666666667,449.8696428571429
650,30340,0.76,248.915
651,30380,0.5466666666666666,266.4225
652,30420,0.24,521.0982142857142
653,30460,0.96,1472.892142857143
654,30580,0.2666666666666666,125.35428571428572
655,30620,0.76,260.08857142857147
656,30660,0.32,266.68107142857144
657,30700,0.8133333333333334,507.5621428571429
658,30780,0.9333333333333332,1518.4507142857142
659,30820,0.2933333333333333,252.77785714285716
660,30860,0.6666666666666666,350.5760714285714
661,30900,0.48,246.26357142857145
662,30980,0.7866666666666666,808.4342857142857
663,31020,0.7066666666666667,231.55678571428567
664,31060,0.44,289.3264285714285
665,31080,0.9866666666666668,533.3778571428571
666,31140,1.0,3279.1935714285714
667,31180,0.8266666666666667,1213.9960714285714
668,31220,0.5333333333333333,293.1014285714286
669,31260,0.6133333333333333,207.6096428571429
670,31300,0.5866666666666667,204.9989285714286
671,31340,0.44,1109.5125
672,31380,0.4133333333333333,226.26035714285717
673,31420,0.8666666666666667,1195.7564285714286
674,31500,0.5866666666666667,248.75107142857144
675,31540,0.96,931.1003571428572
676,31580,0.6,244.9192857142857
677,31620,0.2266666666666666,218.9989285714286
678,31680,0.24,260.4057142857143
679,31700,0.8666666666666667,267.4296428571428
680,31740,0.6533333333333333,452.7817857142857
681,31820,0.6533333333333333,267.6489285714286
682,31860,0.7866666666666666,483.15857142857146
683,31900,0.7466666666666667,250.6996428571429
684,31930,0.76,256.3267857142857
685,31940,0.6133333333333333,583.3353571428572
686,31980,0.52,253.5375
687,32000,0.36,228.43785714285715
688,32020,0.5866666666666667,248.02107142857145
689,32100,0.64,269.1657142857143
690,32140,0.4,242.6592857142857
691,32180,0.2666666666666666,219.89107142857145
692,32260,0.3733333333333333,211.6467857142857
693,32280,0.28,216.52035714285716
694,32340,0.3333333333333333,221.01035714285717
695,32380,0.6933333333333334,488.24
696,32460,0.3866666666666666,244.11642857142857
697,32540,0.5466666666666666,236.84035714285716
698,32580,0.84,157.9010714285714
699,32620,0.5066666666666667,425.7882142857143
700,32660,0.44,220.50142857142856
701,32700,0.24,226.77571428571423
702,32740,0.5733333333333334,271.57107142857143
703,32780,0.8133333333333334,285.54
704,32820,0.9466666666666668,2083.4221428571427
705,32860,0.32,179.49428571428572
706,32900,0.6133333333333333,200.1396428571429
707,32940,0.6533333333333333,507.595
